epoch,loss,val_loss
0,33.099819229870306,28.64295163154602
1,26.878845540488637,21.658046436309814
2,17.070557989725252,8.10968326330185
3,11.146559098871743,5.416214370727539
4,9.723261658738299,5.104547250270843
5,9.203163205123529,5.76999968290329
6,9.108174707831406,5.898227024078369
7,8.778437346946902,5.03213187456131
8,8.19798839383009,4.780412191152573
9,8.264093340896979,4.569322538375855
10,7.657856429495463,4.506384032964706
11,7.718709015264744,4.428872382640838
12,8.031960312913103,4.961997240781784
13,7.49547047731353,4.510920172929763
14,7.339898283888654,4.512594014406204
15,7.555756231633628,4.272383618354797
16,7.513291684592643,4.52648486495018
17,7.152173577285394,4.374312645196914
18,7.068854611094405,4.386580431461335
19,6.822918170835914,4.400723856687546
20,7.134281402680932,4.6666599929332735
21,6.842495429806593,4.662806218862533
22,7.018126964569092,4.204830455780029
23,6.845677119929616,4.684738045930862
24,6.855241996486012,4.4519398510456085
25,6.786980908091476,4.257465869188309
26,6.659505495210973,4.128511202335358
27,6.835471502164515,4.582606172561645
28,6.788290663463314,4.4619799792766575
29,6.753233060604188,4.2851927995681764
30,6.834180075947831,4.278712964057922
31,6.637440855910138,4.967246109247208
32,6.84446311578518,3.9815145552158357
33,6.423473032509408,4.087276440858841
34,6.644288644558046,3.9516769886016845
35,6.648749979530892,5.2080546617507935
36,6.848348477991616,4.005373555421829
37,6.507038174605951,4.343152970075607
38,6.416491869019299,4.661034089326859
39,6.515951854426686,4.5190174043178555
40,6.5412148964114305,4.169549655914307
41,6.6407328349788015,4.32507244348526
42,6.337566596705739,4.120429354906082
43,6.761374229338111,4.863574743270874
44,6.640771761173156,4.176236778497696
45,6.385171017995694,4.696696788072586
46,6.441465738343029,4.103862971067429
47,6.476544345297465,4.294290226697922
48,6.459159234674965,4.45509369969368
49,6.356179481599389,4.287490910291671
50,6.577676127596599,4.184951931238174
51,6.24719891897062,4.397508960962296
52,6.264659451275337,3.9155858755111694
53,5.919473415467797,4.587359315156936
54,6.428625967444443,4.002604597806931
55,6.457011042571649,4.002236545085907
56,6.262586640148628,3.774152708053589
57,6.223468786332665,3.80283727645874
58,5.99623127681453,4.122562056779861
59,6.214810586557156,3.8046275436878205
60,6.4299706831211,3.9038450956344604
61,6.31699063138264,4.274327665567398
62,6.263700741093333,3.95525838136673
63,6.124254052231952,4.101274859905243
64,6.307057520238365,3.9804732322692873
65,6.230058332768882,3.9801701426506044
66,6.301354373373637,4.197534239292144
67,6.144110848263996,4.353089618682861
68,6.205710666935619,3.838360345363617
69,6.127452164161496,3.939418703317642
70,6.247190196339677,4.338776099681854
71,6.253239538611435,4.018294858932495
72,6.115017576915462,3.6897753536701203
73,6.078422767360036,4.023218977451324
74,6.202466092458585,4.038366508483887
75,6.026164078130955,4.493742746114731
76,6.274549019045946,4.112465786933899
77,5.809669715602223,4.380397856235504
78,6.233085562543171,3.916489177942276
79,6.093693989079173,4.278473848104477
80,6.278802580949737,3.879134887456894
81,6.123599564156881,4.3498118877410885
82,6.150989718553497,3.9334507405757906
83,6.45016450416751,4.51318325996399
84,6.0857361816778415,3.9834919810295104
85,5.913258058268849,4.114763921499252
86,5.994187669056218,4.109468525648117
87,6.49240369331546,3.882579106092453
88,6.184639378291805,4.202747732400894
89,6.618225632644281,3.914553189277649
90,6.288557971396098,3.831465756893158
91,6.1774145103082425,3.632202368974686
92,5.815556479663384,3.774330723285675
93,6.012634591358464,3.966931813955307
94,5.962039994030464,4.358959382772445
95,6.0809063562532755,4.489550179243087
96,5.859196848985626,3.894339406490326
97,6.289220007454476,4.093710261583328
98,6.1290946879038,4.001590132713318
99,6.004456368888297,3.9090844631195067
100,6.068440972304925,4.43168408870697
101,6.042876557606022,3.9785985469818117
102,5.977490460000387,3.988786965608597
103,6.1758881661950085,4.104477709531784
104,5.982127241972016,4.177844870090484
105,6.036613952822801,4.182030457258224
106,6.0256874619460685,4.107210147380829
107,6.266434948618819,4.167060554027557
108,5.965108330656842,3.8228922367095945
109,5.829598740833561,3.9971090376377107
110,5.575334008147077,3.8754377365112305
111,6.037569732200809,3.7002732157707214
112,6.271251945960812,3.9628523528575896
113,5.886802254653558,3.893152576684952
114,6.182939523603858,3.839981514215469
115,5.843469927950603,3.914184433221817
116,6.001456004817311,4.3009913802146915
117,5.982170023569247,4.069337528944016
118,6.154162127797196,4.271148830652237
119,5.80252572966785,4.526526170969009
120,6.270874697987626,4.307853496074676
121,5.970438492007371,3.9558820724487305
122,5.837119335081519,3.946006900072098
123,5.916747663079239,3.891867607831955
124,5.867603778839111,3.980149084329605
125,6.155060744867092,3.9825699627399445
126,5.699700413680658,3.965121304988861
127,6.042359654496356,3.7065383970737455
128,5.9141425388615305,3.9982952237129212
129,5.939398823714837,4.042075353860855
130,5.9308887458429105,3.7938492774963377
131,6.160421220267692,3.7830138742923736
132,6.079422299454852,4.294129592180252
133,6.086694705777052,4.0151772737503055
134,6.115384741527278,3.9746221542358398
135,5.881671870627055,4.1694244086742405
136,5.816012405767673,3.988035500049591
137,5.918250461904014,3.8849645853042603
138,6.150427486838364,3.914624685049057
139,6.000874379786049,4.0101354122161865
140,5.936398645726646,3.828695809841156
141,6.261015531493396,4.653505718708038
142,5.973452626205072,4.185783314704895
143,6.0622725835660605,4.02295753955841
144,5.976505907570443,3.8398289561271666
145,5.9978206099533455,4.1262590944766995
146,5.647578879100521,3.9080638110637667
147,5.46963024720913,4.01185132265091
148,5.967429719320157,3.9644953429698946
149,5.714127680150474,4.07149852514267
150,6.161702504972133,3.786493879556656
151,5.853097805162755,3.7652891993522646
152,5.74762622903033,4.020338833332062
153,6.032708598346245,4.316760104894638
154,6.024606937315406,4.000714975595474
155,5.814467267292302,4.139646029472351
156,5.815594684786912,3.871033650636673
157,5.669807782987269,4.090202063322067
158,5.869077089356213,3.6814642786979674
159,5.8054915637504765,3.846714234352112
160,5.879631938003913,3.78958398103714
161,5.749593816152433,3.7411818385124205
162,5.829684071424531,3.8106988668441772
163,6.023031228926124,3.831636369228363
164,5.739843449941495,3.6766454458236693
165,5.71769763202202,3.9221757471561434
166,5.849342776507866,3.8617545306682586
167,6.042101313428181,3.8248803317546844
168,5.67217817539122,3.774383360147476
169,5.916167224325785,3.91352436542511
170,5.974559510626444,4.151246625185013
171,6.032315126279506,3.9604117214679717
172,6.102108908862602,4.069497811794281
173,5.806645067726693,4.244061017036438
174,5.791865249959434,3.5991775155067445
175,5.6517318690695415,4.0428097426891325
176,5.783360783646747,3.7632070600986482
177,5.766119893004254,3.805060386657715
178,5.679973590664748,3.73208943605423
179,5.831269775948873,3.5499130547046662
180,5.792983973898539,4.031821751594544
181,5.754615522012478,4.212188011407852
